type,sex,speaker,vowel,repetition,f0,f1,f2,f3
c,m,71,E,2,220,620,2660,3770
c,m,71,{,1,240,910,2370,3160
c,m,71,{,2,233,930,2350,3450
c,m,71,V,1,250,770,1650,3420
c,m,71,V,2,230,690,1600,3350
c,m,71,A,1,242,970,1450,3260
c,m,71,A,2,225,1010,1650,3150
c,m,71,O,1,232,670,1160,3550
c,m,71,O,2,225,720,1260,3400
c,m,71,U,1,216,500,1640,3580
c,m,71,U,2,250,450,1440,3500
c,m,71,u,1,290,350,1160,3260
c,m,71,u,2,273,330,1090,3350
c,m,71,3',1,240,430,1800,2400
c,m,71,3',2,233,470,1840,2400
c,m,72,i,1,275,330,3050,3800
c,m,72,i,2,286,340,2860,3610
c,m,72,I,1,280,500,2720,3360
c,m,72,I,2,230,600,2750,3550
c,m,72,E,1,245,735,2450,3300
c,m,72,E,2,258,780,2560,3300
c,m,72,{,1,235,940,2020,2580
c,m,72,{,2,232,1070,2320,2900
c,m,72,V,1,268,860,1530,3100
c,m,72,V,2,256,970,1500,3050
c,m,72,A,1,245,780,1250,3180
c,m,72,A,2,236,970,970,3120
c,m,72,O,1,258,825,1210,3100
c,m,72,O,2,300,930,930,2900
c,m,72,U,1,260,490,1460,2860
c,m,72,U,2,286,570,1320,2840
c,m,72,u,1,275,470,1400,2800
c,m,72,u,2,286,370,1160,2800
c,m,72,3',1,268,510,1660,2100
c,m,72,3',2,250,480,1700,1830
c,f,73,i,1,295,380,3200,4000
c,f,73,i,2,267,350,3250,3700
c,f,73,I,1,294,380,2960,3800
c,f,73,I,2,300,520,2900,3600
c,f,73,E,1,280,670,2790,3600
c,f,73,E,2,275,620,2750,3500
c,f,73,{,1,262,1070,2380,3100
c,f,73,{,2,275,1130,2320,3110
c,f,73,V,1,290,700,1730,2960
c,f,73,V,2,270,725,1570,2900
c,f,73,A,1,278,1110,1630,2780
c,f,73,A,2,280,1130,1400,3000
c,f,73,O,1,292,580,930,2950
c,f,73,O,2,270,540,1070,3000
c,f,73,U,1,300,450,1350,3000
c,f,73,U,2,320,520,1600,3150
c,f,73,u,1,307,460,1460,3070
c,f,73,u,2,300,400,1700,3000
c,f,73,3',1,300,540,1770,2040
c,f,73,3',2,286,540,2050,2300
c,m,74,i,1,300,300,3250,3850
c,m,74,i,2,275,275,3280,3800
c,m,74,I,1,286,570,2850,3400
c,m,74,I,2,267,485,2630,3450
c,m,74,E,1,264,650,2880,3500
c,m,74,E,2,284,570,2900,3600
c,m,74,{,1,260,1300,2280,3130
c,m,74,{,2,260,1300,2160,3300
c,m,74,V,1,275,850,1540,3020
c,m,74,V,2,262,840,1580,2880
c,m,74,A,1,250,1230,1300,3200
c,m,74,A,2,286,1090,1230,2980
c,m,74,O,1,265,850,850,2920
c,m,74,O,2,285,685,1030,2900
c,m,74,U,1,283,540,1420,3050
c,m,74,U,2,300,600,1440,2900
c,m,74,u,1,280,390,1340,2830
c,m,74,u,2,284,340,1110,3080
c,m,74,3',1,280,530,1650,1740
c,m,74,3',2,286,550,1660,1770
c,m,75,i,1,265,370,2950,3400
c,m,75,i,2,290,370,2910,3480
c,m,75,I,1,271,515,2740,3280
c,m,75,I,2,290,485,2600,3200
c,m,75,E,1,262,630,2520,3150
c,m,75,E,2,272,565,2440,3120
c,m,75,{,1,262,970,2030,2880
c,m,75,{,2,275,915,2130,2900
c,m,75,V,1,270,810,1600,3230
c,m,75,V,2,280,760,1530,3180
c,m,75,A,1,270,810,1350,2940
c,m,75,A,2,275,1000,1360,3000
c,m,75,O,1,270,535,970,2960
c,m,75,O,2,275,550,1080,2850
c,m,75,U,1,275,550,1420,3040
c,m,75,U,2,295,570,1500,3000
c,m,75,u,1,283,510,1700,3020
c,m,75,u,2,278,500,1640,3050
c,m,75,3',1,261,522,1830,2350
c,m,75,3',2,282,530,1800,2250
c,f,76,i,1,320,350,3240,3760
c,f,76,i,2,344,344,3120,3640
c,f,76,I,1,308,590,2760,3500
c,f,76,I,2,320,540,2900,3500
c,f,76,E,1,307,830,2750,3650
c,f,76,E,2,308,800,2640,3540
c,f,76,{,1,294,1140,2450,3230
c,f,76,{,2,239,1130,2550,3150
c,f,76,V,1,310,930,1540,3120
c,f,76,V,2,315,950,1670,3150
c,f,76,A,1,350,1190,1470,3150
c,f,76,A,2,314,1070,1460,2950
c,f,76,O,1,300,910,1200,3180
c,f,76,O,2,330,830,1250,3250
c,f,76,U,1,327,630,1310,3270
c,f,76,U,2,322,610,1550,3400
c,f,76,u,1,345,520,1250,3460
c,f,76,u,2,334,500,1140,3380
c,f,76,3',1,308,740,1850,2160
c,f,76,3',2,328,660,1830,2200
